target,0nn,1nn,2nn,3nn,4nn
鳳崎晚霞,鳳山溪綠園道,蓮花寺,飛鳳山步道,蓮花寺步道,東便門(同儀門)/東福橋
后厝龍鳳宮,旗津天后宮,大甲鎮瀾宮,內埔天后宮,壽天宮,鳳山天公廟
勝興車站,嶺腳車站,十分車站,舊樟原橋遊憩區,清水岩步道群-十八彎古道、中央嶺造林步道、園區串連步道,舊山線鐵道自行車
三義木雕博物館,荒木藝術中心,東隆宮王爺信仰文物館,鎮瀾文化大樓,花蓮縣石雕博物館,三地門文化館
龍騰斷橋、南斷橋,大平橋,大安溪鐵橋ˍ花樑鐵橋,苦伕寮公園,丙午震災紀念碑,月眉吊橋
大興善寺,楓港紫竹林龍峰寺,昭慶禪寺,圓光禪寺,靈嚴寺,佛光山
水美木雕街,三地門工藝步道,碧華布街(三重布莊博物園區),小粗坑古道,三空泉登山步道,二八彎古道
四方牧場,柳營區八翁酪農專業區,八老爺牧場,老牛的家,新光兆豐休閒農場,乳牛的家
竹南蛇窯古窯生態博物館,心雕居,金龍窯,宜蘭磚窯,許新旺陶瓷紀念博物館,嘉蘭部落
火炎山森林生態教育館,茂林環境教育中心,內湖森林小學,淡江大學蘭陽校園,國立自然科學博物館,特有生物研究保育中心
苗北藝文中心,臺灣戲曲中心,新北市藝文中心,台北國際藝術村,罩蘭藝文中心,大稻埕戲苑
和豐農園,新埔梨村農場,上瑞柑園,竹圃茶園小木屋休閒農場,大安生態教育農場,耕心植物農場
天仁茶文化館,新北市坪林茶業博物館,銅鑼茶廠,舞鶴觀光茶園,鹿谷鄉農會茶業文化館,遊山茶訪
媽祖石雕,后厝龍鳳宮,旗津天后宮,媽祖巨神像,鎮南宮,南方澳南天宮(金媽祖、玉媽祖)
十分崠步道,安通越嶺道西段步道,菁桐古道,桶後溪,瑞太古道,鹿堀(窟)坪古道
法雲寺古道,法華寺,清覺寺,湧蓮寺,湧蓮寺,臨濟護國禪寺
馬那邦山登山步道,太平山國家森林遊樂區,奮起步道,關子嶺大凍山步道&雞籠山,大棟山,大禹嶺
雪霸國家公園,大禹嶺,大湖尖山步道區,合歡山國家森林遊樂區,關子嶺大凍山步道&雞籠山,五寮尖登山步道
聖衡宮,鳶山登山步道,獅公髻尾山登山步道,六甲鎮南宮,大里天公廟(草嶺慶雲宮),燦光寮古道
鷂婆山觀光農業區,大湖尖山步道區,新八景之塔山奇岩,橫山賞鷹平台,雪霸國家公園,皇帝殿登山步道
羅福星紀念館,嘉義公園,紫雲巖,孫運璿科技．人文紀念館,宗聖公祠,大里天公廟(草嶺慶雲宮)
苗栗特色館,桐海秘境步道,崙坪文化地景園區,中山堂&中正館,稻米故事館,聖衡宮
福村養生農場,泉明生態教育蠶業農場,頤禾園有機農園,潮州市民農園,清河堂休閒農業區,平林休閒農場
五榖文化村,許新旺陶瓷紀念博物館,臺華窯,力馬生活工坊,新北市立鶯歌陶瓷博物館,銅鑼窯
出礦坑礦場,菁桐煤礦紀念公園,蓋淡坑遺址,和興炭坑,菁桐礦業生活館,九份金礦博物館
慈和宮,豐原慈濟宮,三忠廟,天后宮,鹿港南靖宮,大化宮
心雕居,後浦陳氏祠堂,宗聖公祠,蘭后山莊鄒族文物館,旗津天后宮,朝林宮
荒木藝術中心,三義木雕博物館,大溪木藝生態博物館﹣藝師館,台灣工藝之家-柯錦中(聖興西佛國),心雕居,臺華窯
彙古陶邑,美濃窯,臺華窯,新北市立鶯歌陶瓷博物館,新港三朵花的動人故事,妙善菩陶藝工作坊
大山車站,嶺腳車站,祝山(車站及其周邊),竹崎車站,車埕火車站,勝興車站
明德水庫風景區,葫蘆埤自然公園,齋明寺古道,龍昇湖,清水岩寺,遠望坑親水公園
象山孔廟,超峰寺,蓮華寺,鹿港城隍廟,善化慶安宮,元清觀
徐府竹仔閣,宗聖公祠,縣定古蹟大興宮,財團法人劍潭古寺,鹿港鳳山寺,太平宮
仙山靈洞宮,指南宮,松山慈惠堂,碧山巖開漳聖王廟,八仙山寶林禪寺,大里天公廟(草嶺慶雲宮)
銅鑼天空自行車道,大湖公園,南崁溪水岸自行車道,捎來步道,蔡厝古道,新店溪河濱自行車道
永貞宮,溪南湖口顯聖宮,豐原慈濟宮,天后宮,文興宮,永安宮
泉明生態教育蠶業農場,平林休閒農場,福村養生農場,清河堂休閒農業區,頭城農場,穎達生態休閒農場
房裡古城,汐止老街,東里家風-百年古厝,石碇老街,原臺灣府城東門段城垣殘蹟,頭城老街
濟世宮,三忠廟,永安宮,文興宮,馬公北甲北辰宮,竹北天后宮
洛雷托聖母之家,聖十字架教堂,圓滿教堂,玫瑰聖母聖殿主教座堂,安平天主教文物館,聖女小德蘭教堂
大化宮,三忠廟,鹿港南靖宮,新莊廣福宮,埔鹽順澤宮,寧城宮
大補內彈珠汽水觀光工廠,王子創意文具國,琉傳天下琉星花園,蘇澳冷泉,虹泰水凝膠世界,中台環境教育資源中心
臺灣客家文化館,臺東美術館,台灣原住民族文化園區,桃園市土地公文化館,禮納里遊客中心,大嶼常民生活文物館
龍昇湖,金龍湖,麗池九曲橋,太湖遊憩區,碧湖公園,蜊埤湖
劍潭水庫,財團法人劍潭古寺,紅毛井,鄭漢步道,虎井嶼遊憩區,子龍廟永昌宮
鄭漢步道,箭瑛公園,涵碧步道,御成路古道,齋明寺古道,秋桂亭
香格里拉樂園,喜樂發發森林公園,台糖牧野渡假村,綺麗觀光園區,富田香草休閒農場(富田花園農場),大塭觀光休閒養殖場
造橋木炭博物館,峰城炭窯 (木炭的家),菁桐老街,菁桐煤礦紀念公園,竹炭一村,和興炭坑
力馬生活工坊,五榖文化村,許新旺陶瓷紀念博物館,金龍窯,彙古陶邑,金門縣陶瓷廠
虎頭山,虎井嶼,余清芳抗日紀念碑,台灣地理中心碑,虎井西山公園,臺灣地理中心碑
通霄神社,金板境天后宮,縣定古蹟大興宮,社頭斗山祠,西本願寺廣場,金瓜石神社(黃金神社)
房裡溪義渡亭,齋明寺古道,知本福靈宮,后澳村,真柄部落,福正聚落
峨崙廟,慈雲宮,施公祠及萬軍井,縣定古蹟大興宮,新北市忠烈祠,岳王廟
罩蘭藝文中心,苗北藝文中心,國家兩廳院,臺東表演藝術館,原住民文化會館,臺灣戲曲中心
松原農庄,豐山生態園區,王乾坤有機農園,上瑞柑園,路葡萄酒莊-路葡萄隧道,果農之家
金龍窯,金門縣陶瓷廠,銅鑼窯,許新旺陶瓷紀念博物館,五榖文化村,臺華窯
茅仔埔青錢第,郭子儀紀念堂_內湖紅樓,東里家風-百年古厝,龔家古厝,縣定古蹟紫雲寺,陳中和紀念館
彭城劉氏宗祠,古崗湖風景區,朝林宮,徐府竹仔閣,旗津天后宮,孔廟
鬍鬚梅園文物館,梅山公園,茶花莊,中社觀光花市,楓樹湖,山豬窟休閒農場
夏威夷紅芭樂觀光農園,香格里拉樂園,豐山生態園區,番婆林觀光花園,龍情‧魔幻豆子主題館,上瑞柑園
東里家風-百年古厝,宗聖公祠,北埔老街,德興里老厝,龔家古厝,郭子儀紀念堂_內湖紅樓
獅潭鄉文化會館,寶町藝文中心,大湳圖書館,美濃文創中心,梅嶺美術館,二崁聚落保存區
中山堂&中正館,中正公園,臺東表演藝術館,苗北藝文中心,原住民文化會館,臺灣戲曲中心
勝興陶坊(原十六份文化館),賓朗(檳榔)舊火車站,源泉車站,天送埤車站,十分車站,山里火車站
黃金小鎮,富田香草休閒農場(富田花園農場),黃金一路-苗栗伯朗大道,金門縣林務所,興隆公園,興泉圳風鈴木
山腳國小,華山1914文化創意產業園區,建和社區(射馬干部落),水湳洞遊客中心_山城美館,石門嵩山社區百年石砌梯田,芝山文化生態綠園_芝山岩展示館
哈堪尼山登山步道,大湖尖山步道區,笠頂山登山步道,頂湖步道,楓林峽,橫山賞鷹平台
南庄老街(桂花巷),茶鄉桂花農園,金包里老街,坪林老街,大溪老街,新化老街
鹿場,摩天嶺,舊筏灣部落,鹿廚坑步道,天龍吊橋,霧鹿峽谷
半天寮好望角,鼻頭角步道,龍洞灣岬步道,獅頭山公園(獅頭山步道),石門長濱自行車道,南方澳觀景台
台灣水牛城,麥客田園,牛埔農塘,新光兆豐休閒農場,牛山海岸水璉濕地,富田香草休閒農場(富田花園農場)
慈雲宮,天后宮,關山天后宮,金板境天后宮,太平宮,縣定古蹟紫雲寺
滿燭DIY蠟燭故事館,東華樟腦廠,澀水窯,五榖文化村,養樂多工廠,台灣工藝之家-巧昕立體繡
蔡家古厝,龔家古厝,陳中和紀念館,邱良功古厝,莊貢生古厝,楊華故居
玉清宮,玉里協天宮,壽天宮,湧蓮寺,湧蓮寺,鳳山天公廟
壢西坪休閒農業區,荳媽媽休閒果園,關西鎮農會仙草加工廠,戀戀空港灣休閒農場,上瑞柑園,陳其生西施柚觀光果園
泰安出火部落廣場,泰安部落／大巴六九部落,古樓部落,樟原部落,台中城隍廟,二結王公廟
苗栗縣泰雅原住民文化產業區,桃園市土地公文化館,原住民文化會館,竹藝博物館,杜園,台灣原住民族文化園區
過港貝化石層,甲仙化石館,長光遺址,旗津貝殼館,員貝嶼,吉貝文物館
同興老街,淡水重建街,中央老街,石碇老街,蔴荳古港文化園區,汐止老街
幸褔農場,瑞穗牧場,吉蒸牧場,四方牧場,乳牛的家,中華民國農會休閒綜合農牧場
火炭谷休閒農場,造橋木炭博物館,汪汪地瓜園產業故事館,峰城炭窯 (木炭的家),樹谷農場,瓜瓜園地瓜生態故事館
桐海秘境步道,桐花公園,水流東桐花步道,藤山步道,青桐林生態園區,沙湖壢藝術村
鹿廚坑步道,青桐林生態園區,鹿堀(窟)坪古道,知本林道,野馬瞰山森林步道,金龍湖
尚順育樂世界,捷運中山站街區_心中山線形公園,逢甲夜市_逢甲商圈,繼光街商圈,東三水街市場_新富市場,新堀江商圈
大窩生態園區,芝山公園,霧台自然人文生態景觀區,樟湖地區,明池森林遊樂區,牛埔農塘
老家藝文空間,大湳圖書館,鍾理和故居,大原花布燈籠生活文化館,佳安里(石門十一份),臺南家具產業博物館
夢幻桐花步道,大漢溪自行車道,福田賞桐園區步道,縣139線景觀道路,水流東桐花步道,出水坑步道
二本松解說站,溪頭自然教育園區,林田山文化園區,二叭子植物園,大肚瑞井里,羅東林業文化園區
東華樟腦廠,茶山房肥皂文化體驗館,滿燭DIY蠟燭故事館,月桃故事館,大同醬油黑金釀造館,銅鑼窯
九湖休閒農場,楓樹湖,慈音休閒農莊,大湖公園,桐花公園,櫻木花道
卓也小屋手工坊,德興里老厝,平溪藍染工作坊,南庄老街(桂花巷),禮納里部落,和平青草園_萬華402號公園
巧克力雲莊,龍情‧魔幻豆子主題館,亞典蛋糕密碼館,三協成糕餅博物館,卡司‧蒂菈樂園（金格觀光工廠）,宏亞食品巧克力觀光工廠
功維敘隧道,猴硐貓橋,高雄燈塔(旗津旗后燈塔),綠島燈塔,縱貫鐵路海線清水車站,舊草嶺隧道
新東大橋,鳳山溪前鎮河自行車路線,新月橋,永興吊橋,彩虹橋,基隆河河濱自行車道
舊山線鐵道自行車,十分車站,三貂嶺隧道自行車道,舊草嶺隧道,勝興車站,山里火車站
銅鑼茶廠,綠光農園,舞鶴觀光茶園,坪之鄉自然生態茶園,天仁茶文化館,和菓森林
雲洞山莊,關子嶺大凍山步道&雞籠山,太平山國家森林遊樂區,柳營尖山埤渡假村,仙井瀑布,祝山觀日平台
勝興愛情故事館,中山北路婚紗街,幸福水漾公園,愛國東路_婚紗街,1314觀景台,晴光市場
桐遊柿界,小粗坑古道,菁桐電子天燈館,竹圃茶園小木屋休閒農場,味衛佳柿餅觀光農場,沙湖壢藝術村
白沙屯海邊,內垵遊憩區,城前沙灘,白沙灣水域遊憩區,白沙灣海水浴場,翡翠灣
愛心公路,大同山登山步道,大棟山,福山古道,田中森林公園,崁頭山步道
黃金一路-苗栗伯朗大道,黃金小鎮,伯朗大道,田中森林公園,福興南和自行車道,金包里大路(魚路古道)
銅鑼炮仗花海公園,縣139線景觀道路,中山溫泉公園,烏山頭水庫風景區,萬豐環山步道,龍泉親水公園
水雲吊橋,永興吊橋,羅浮橋,跨虹吊橋,烏來吊橋,望龍吊橋
烏嘎彥竹林,軟鞍八卦茶園-大鞍竹海風景區,玉豐芒果樹綠色隧道,蓮花寺步道,綠色隧道,竹林生態溼地公園
荳媽媽休閒果園,壢西坪休閒農業區,上瑞柑園,松原農庄,柚園生態農場,陳其生西施柚觀光果園
苗栗7-11龍躍門市-七彩貨櫃,十鼓仁糖文創園區,雲門劇場,富錦街,晴耕雨讀小書院,幾米主題南港站
迴鄉有機驛站,平林休閒農場,潮州市民農園,樹谷農場,金門縣農業試驗所,天岳農場
狗狗水世界,澎湖觀音亭寵物公園,綠寶石河濱公園,蘆堤寵物公園,迎風河濱公園,貓裏喵親子公園
新埔車站,臺東舊鐵道路廊,新竹驛(新竹火車站),菁桐鐵道故事館,十分車站,嶺腳車站
福興南和自行車道,萬豐環山步道,東光園道,池上浮圳,山線自行車道(專用道路段),十二寮休閒農業區
斯瓦細格部落,東里家風-百年古厝,泰安部落／大巴六九部落,德文部落,佳興部落,舊筏灣部落
四十二份坪步道,四十二份坪,杉林溪森林生態渡假園區,東埔溫泉,嶺腳寮山登山步道,太平山國家森林遊樂區
三灣梨鄉休閒農業區,頭城農場,枋山休閒農場,大坑休閒農場,三峽農特產文化館,橫山梯田
月眉吊橋,東河橋風景區,靜安吊橋,三芝三板橋,碧潭吊橋,大安溪鐵橋ˍ花樑鐵橋
老銃櫃步道,挑水古道,瑞太古道,米棧古道,三段崎古道,津仁與馬港步道
百年埤塘,白杞村百年埤塘,牛埔農塘,三灣梨鄉休閒農業區,霄裡大池(霄裡池),鑊篤陂塘生態公園
藺子工作室,織雲館,檨仔腳文化共享空間,襪仔王觀光工廠,樂活觀光襪廠,蒲添生故居
康濟吊橋,靜安吊橋,龍興吊橋,軍功綠美橋,高美濕地景觀橋,東河橋風景區
十三間老街,土石流紀念公園,建和社區(射馬干部落),三和瓦窯,土城區原住民族生態公園,新化老街
鯉魚潭水庫,湖山水庫環境教育園區,西口小瑞士,金龍湖,龍泉親水公園,圓潭生態園區
蘆竹湳古厝,羅屋書院,竹語茶蘆蕃薯伯,大埔老街,二崁聚落保存區,竹山文化園區
車之道體驗中心,朴子溪自行車道,八卦山天空步道,瑞猴自行車道,舊草嶺環狀自行車道,瑞芳火車站旅遊服務中心
銅鑼窯,銅鑼茶廠,金龍窯,五榖文化村,金門縣陶瓷廠,和菓森林
葛瑞絲香草田,竹圃茶園小木屋休閒農場,青山香草教育農園,香草菲菲芳香植物博物館,三才靈芝農場,清波蘭園
獅山多功能運動公園,新竹公園(中山公園),竹東之心‧竹東火車a站旅遊服務中心,舞蝶共融遊戲場,竹山文化園區,榮星花園公園
雅雯七里香玫瑰森林,歸仁七甲花卉區,葛瑞絲香草田,中社觀光花市,楓樺台一渡假村,中都愛河濕地公園
南庄雲水度假森林,東埔溫泉,雲仙樂園,霧台遊憩區,太平山國家森林遊樂區,出水坑步道
貓裏喵親子公園,大佳河濱公園,蘆堤寵物公園,溝貝農莊,綺麗觀光園區,岐頭親水公園
竹南啤酒廠,善化啤酒觀光工廠,花蓮觀光酒廠,烏日啤酒觀光工廠,龍泉觀光酒廠,竹炭一村
清海宮,媽祖巨神像,半天寮好望角,白馬文武大王廟,南方澳南天宮(金媽祖、玉媽祖),大里天公廟(草嶺慶雲宮)
自然風情景觀民宿,桃源谷,雲山水植物農場,美崙山公園,皇后鎮森林,仙井瀑布
火炎山南鞍古道O走,大湖尖山步道區,大尖山風景區,新八景之塔山奇岩,石壁生態休憩區,火燄山系步道
田尾公路花園,滿州里德花海,洄瀾灣開心農場,磺清大橋,縣139線景觀道路,滬尾櫻花大道
百果山風景區,美崙山公園,柚花香道,自然風情景觀民宿,鬼澤山步道,竹崎親水公園-花仙子步道
田中森林公園,新田登山步道,明池森林遊樂區,青桐林生態園區,天岳農場,田中森林公園
綠色環境學習營地,衛武營都會公園,彰化溪州公園,八卦山昆蟲生態農場,運動綠廊,八卦山脈生態遊客服務中心
孔子廟,節孝祠,員林市江九合濟陽堂,彰化孔子廟,開化寺,彰化市武德殿
道東書院,明新書院,明志書院,登瀛書院,學海書院_高氏宗祠,屏東書院＆朝陽門
